branch,city,customer type,gender,product line,unit price,quantity,tax 5%,total,date,time,payment,cogs,gross margin percentage,gross income,rating
A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.33,2019-02-10,12:56,Ewallet,375.55,4.76,18.78,5.2
C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.12,2019-03-28,19:16,Credit card,199.16,4.76,9.96,6.4
A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.14,2019-01-23,12:20,Ewallet,30.61,4.76,1.53,5.2
B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.57,2019-01-17,10:37,Ewallet,115.78,4.76,5.79,8.9
A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.41,2019-02-07,10:18,Credit card,28.96,4.76,1.45,6.2
C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.27,2019-03-09,11:23,Cash,890.73,4.76,44.54,6.7
B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.64,2019-01-24,11:45,Cash,279.66,4.76,13.98,7.2
C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.98,2019-01-19,16:08,Credit card,80.93,4.76,4.05,9.0
A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.22,2019-02-03,11:25,Ewallet,674.5,4.76,33.72,4.2
A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.9,2019-03-20,12:24,Ewallet,348.48,4.76,17.42,4.2
B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,19:51,Cash,435.6,4.76,21.78,6.9
C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.53,2019-03-14,18:10,Ewallet,439.55,4.76,21.98,4.4
A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.74,2019-01-23,11:22,Credit card,591.18,4.76,29.56,4.0
C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.8,2019-02-07,17:55,Ewallet,260.76,4.76,13.04,8.5
A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.79,2019-03-28,15:30,Credit card,215.04,4.76,10.75,9.2
A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.19,2019-03-20,19:44,Cash,91.61,4.76,4.58,9.8
B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.24,2019-01-17,15:27,Credit card,662.13,4.76,33.11,4.9
B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.12,2019-01-12,11:25,Credit card,832.5,4.76,41.62,4.4
B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.92,2019-02-16,15:42,Cash,91.35,4.76,4.57,6.8
B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.65,2019-01-26,16:04,Cash,157.76,4.76,7.89,9.1
A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.83,2019-03-09,12:37,Ewallet,121.74,4.76,6.09,8.7
B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,14:41,Cash,825.8,4.76,41.29,5.0
A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.9,2019-01-25,14:19,Ewallet,159.9,4.76,8.0,7.5
A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.69,2019-01-26,18:19,Credit card,12.09,4.76,0.6,8.2
A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,674.0,2019-01-19,14:08,Credit card,641.9,4.76,32.1,6.7
A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.68,2019-03-05,16:38,Ewallet,234.93,4.76,11.75,5.4
A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.92,2019-01-15,10:54,Credit card,167.54,4.76,8.38,7.0
B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.06,2019-03-18,11:29,Ewallet,299.1,4.76,14.96,4.7
B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.72,2019-03-20,19:28,Credit card,239.73,4.76,11.99,5.0
B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.94,2019-01-15,15:01,Credit card,664.7,4.76,33.24,5.0
A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.78,2019-03-03,20:31,Credit card,202.65,4.76,10.13,6.0
C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19,12:16,Cash,46.2,4.76,2.31,6.3
B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.56,2019-03-08,15:27,Cash,88.15,4.76,4.41,8.5
B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.12,2019-02-27,17:36,Ewallet,157.26,4.76,7.86,7.5
B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.19,2019-02-23,20:00,Ewallet,296.37,4.76,14.82,6.4
C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,15:29,Ewallet,708.4,4.76,35.42,4.7
B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.91,2019-03-27,15:08,Ewallet,111.34,4.76,5.57,6.0
C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,609.17,2019-03-30,19:26,Credit card,580.16,4.76,29.01,4.0
C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.26,2019-02-16,15:53,Ewallet,60.25,4.76,3.01,5.5
A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.95,2019-01-18,18:43,Ewallet,174.24,4.76,8.71,8.7
C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,442.32,2019-03-30,14:58,Cash,421.26,4.76,21.06,7.4
B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.31,2019-03-20,19:55,Cash,33.63,4.76,1.68,5.6
C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,32.53,2019-01-16,15:10,Cash,30.98,4.76,1.55,6.3
C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,16:44,Cash,247.4,4.76,12.37,7.1
B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.22,2019-01-15,18:22,Ewallet,378.3,4.76,18.92,7.8
B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.6,2019-01-22,11:52,Cash,334.86,4.76,16.74,9.9
A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24,Cash,727.8,4.76,36.39,7.3
B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.67,2019-03-06,15:31,Ewallet,335.88,4.76,16.79,5.1
B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.76,2019-02-16,18:04,Credit card,240.72,4.76,12.04,9.4
A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.42,2019-03-14,14:13,Credit card,47.07,4.76,2.35,5.8
C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.67,2019-02-27,10:23,Credit card,99.69,4.76,4.98,8.0
A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.67,2019-01-18,10:11,Ewallet,264.45,4.76,13.22,7.9
A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.63,2019-01-29,15:48,Cash,139.65,4.76,6.98,5.9
A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.22,2019-02-26,17:46,Credit card,55.45,4.76,2.77,4.9
B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.36,2019-02-03,11:46,Cash,128.91,4.76,6.45,9.3
C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.98,2019-01-16,12:07,Credit card,119.98,4.76,6.0,7.9
B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.12,2019-03-24,18:14,Credit card,352.5,4.76,17.62,5.9
C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,14:45,Credit card,871.0,4.76,43.55,9.9
C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,11:39,Cash,197.6,4.76,9.88,7.7
A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.25,2019-02-04,15:44,Ewallet,194.52,4.76,9.73,7.6
B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.88,2019-02-20,13:06,Ewallet,173.22,4.76,8.66,7.7
B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.47,2019-02-23,20:43,Ewallet,71.88,4.76,3.59,6.4
C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.57,2019-02-16,14:19,Ewallet,286.26,4.76,14.31,4.4
B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.3,2019-01-17,10:01,Credit card,81.24,4.76,4.06,4.1
A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30,Ewallet,560.4,4.76,28.02,4.4
B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,16:34,Cash,186.8,4.76,9.34,5.5
B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.24,2019-03-02,13:10,Ewallet,220.23,4.76,11.01,4.0
C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.58,2019-02-15,17:10,Credit card,269.12,4.76,13.46,9.3
A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22,Credit card,454.8,4.76,22.74,4.8
B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.92,2019-02-24,19:57,Cash,167.54,4.76,8.38,4.6
B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.99,2019-02-19,19:29,Credit card,448.56,4.76,22.43,7.3
A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.57,2019-02-23,18:30,Cash,293.88,4.76,14.69,6.0
C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.98,2019-02-07,14:27,Ewallet,589.5,4.76,29.48,8.1
A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57,Ewallet,291.0,4.76,14.55,9.4
B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.45,2019-02-12,19:43,Cash,39.48,4.76,1.97,6.5
B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.55,2019-01-14,10:11,Credit card,34.81,4.76,1.74,7.0
C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.72,2019-01-09,13:46,Ewallet,295.92,4.76,14.8,7.1
A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.11,2019-02-27,12:22,Ewallet,42.96,4.76,2.15,6.6
B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.4,2019-01-24,19:20,Ewallet,138.48,4.76,6.92,4.9
B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58,Credit card,98.2,4.76,4.91,6.4
B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.14,2019-01-08,11:59,Credit card,129.66,4.76,6.48,8.0
A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59,Cash,635.6,4.76,31.78,4.3
C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,153.05,2019-03-13,12:51,Cash,145.76,4.76,7.29,6.1
A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.36,2019-02-15,10:36,Cash,201.3,4.76,10.06,7.5
C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.3,2019-01-25,13:38,Cash,631.71,4.76,31.59,6.7
C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.54,2019-03-12,19:39,Ewallet,385.28,4.76,19.26,5.2
A,Yangon,Member,Male,Health and beauty,48.63,10,24.315,510.62,2019-03-04,12:44,Cash,486.3,4.76,24.32,8.8
C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.34,2019-02-10,13:56,Cash,513.66,4.76,25.68,9.5
C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,14:42,Cash,473.4,4.76,23.67,7.6
A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.69,2019-01-29,19:45,Cash,436.85,4.76,21.84,6.6
A,Yangon,Member,Female,Sports and travel,27.04,4,5.408,113.57,2019-01-01,20:26,Ewallet,108.16,4.76,5.41,6.9
B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.2,2019-01-06,19:46,Ewallet,248.76,4.76,12.44,4.3
A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.53,2019-02-19,19:38,Credit card,626.22,4.76,31.31,7.8
C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,16:18,Ewallet,975.0,4.76,48.75,8.0
C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.44,2019-02-07,12:23,Ewallet,483.28,4.76,24.16,9.6
B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.81,2019-03-27,19:11,Credit card,96.96,4.76,4.85,4.3
B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.58,2019-02-27,18:57,Credit card,197.7,4.76,9.88,5.0
B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.44,2019-01-06,11:18,Cash,724.23,4.76,36.21,9.2
B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.29,2019-03-02,12:40,Cash,795.51,4.76,39.78,6.3
B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.51,2019-03-29,14:06,Cash,502.39,4.76,25.12,8.9
B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,20:48,Ewallet,172.0,4.76,8.6,7.6
C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.43,2019-01-21,20:13,Cash,68.98,4.76,3.45,4.8
C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.21,2019-01-20,20:37,Ewallet,124.96,4.76,6.25,9.1
A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.96,2019-01-17,17:59,Ewallet,77.1,4.76,3.86,6.1
A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.91,2019-02-28,20:18,Cash,483.72,4.76,24.19,9.1
C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.106,317.23,2019-03-19,15:52,Ewallet,302.12,4.76,15.11,8.3
C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6,2019-02-19,15:14,Ewallet,698.67,4.76,34.93,7.2
C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.88,2019-02-04,12:50,Ewallet,124.65,4.76,6.23,6.0
C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,10:36,Ewallet,789.6,4.76,39.48,8.5
A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33,Credit card,178.4,4.76,8.92,6.6
A,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.23,2019-03-28,16:06,Ewallet,500.22,4.76,25.01,4.5
A,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.61,2019-01-19,12:47,Credit card,35.82,4.76,1.79,8.1
A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.807,142.95,2019-02-17,13:34,Credit card,136.14,4.76,6.81,7.2
B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.12,2019-01-18,15:04,Credit card,104.88,4.76,5.24,6.1
B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.87,2019-02-02,20:42,Cash,178.92,4.76,8.95,7.1
C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.45,2019-01-18,15:28,Cash,815.67,4.76,40.78,5.1
B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.98,2019-03-18,13:45,Credit card,132.36,4.76,6.62,7.9
C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.26,2019-01-11,20:10,Cash,257.39,4.76,12.87,7.4
B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.03,2019-02-04,18:53,Ewallet,93.36,4.76,4.67,7.4
C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24,Cash,228.0,4.76,11.4,6.6
C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.05,2019-01-08,11:42,Credit card,166.71,4.76,8.34,5.9
B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49,Credit card,697.4,4.76,34.87,8.9
C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.49,2019-03-16,15:33,Ewallet,389.04,4.76,19.45,6.8
B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.52,2019-03-09,10:54,Cash,365.26,4.76,18.26,9.3
A,Yangon,Member,Female,Fashion accessories,22.32,4,4.464,93.74,2019-03-01,16:23,Credit card,89.28,4.76,4.46,4.4
A,Yangon,Normal,Male,Health and beauty,56.0,3,8.4,176.4,2019-02-28,19:33,Ewallet,168.0,4.76,8.4,4.8
A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.68,2019-02-08,11:39,Ewallet,19.7,4.76,0.98,9.5
B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.72,2019-01-24,10:38,Ewallet,531.16,4.76,26.56,8.9
B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.41,2019-03-01,20:03,Ewallet,53.72,4.76,2.69,6.4
C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.48,2019-03-10,12:39,Credit card,819.5,4.76,40.98,6.0
C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,15:59,Credit card,568.4,4.76,28.42,8.1
C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,14:26,Ewallet,587.6,4.76,29.38,9.0
B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.1,2019-01-12,18:22,Ewallet,732.48,4.76,36.62,6.0
A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.92,2019-03-20,11:32,Cash,845.64,4.76,42.28,9.8
C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.73,2019-03-23,12:41,Cash,389.27,4.76,19.46,8.5
C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.07,2019-01-14,15:20,Ewallet,84.83,4.76,4.24,8.8
A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.42,2019-02-12,14:33,Ewallet,143.26,4.76,7.16,8.8
A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.15,2019-02-20,15:29,Ewallet,75.38,4.76,3.77,9.5
C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.668,266.03,2019-01-02,16:19,Credit card,253.36,4.76,12.67,5.6
C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.34,2019-02-02,16:33,Cash,38.42,4.76,1.92,8.6
B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.92,2019-01-08,19:07,Credit card,652.3,4.76,32.62,5.2
C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.28,2019-01-30,14:43,Credit card,52.65,4.76,2.63,5.8
B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.14,2019-03-26,19:28,Credit card,110.61,4.76,5.53,8.0
C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.04,2019-01-15,20:44,Cash,568.61,4.76,28.43,9.0
B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.74,2019-03-14,11:16,Ewallet,89.28,4.76,4.46,4.1
A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31,Credit card,136.4,4.76,6.82,8.6
A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30,Ewallet,174.2,4.76,8.71,7.0
B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,15:05,Ewallet,366.4,4.76,18.32,8.4
C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.7305,267.34,2019-01-25,18:30,Ewallet,254.61,4.76,12.73,7.4
A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.24,2019-03-09,13:18,Credit card,778.32,4.76,38.92,6.2
B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.22,2019-02-17,15:28,Ewallet,285.92,4.76,14.3,4.9
A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.08,2019-01-11,11:52,Cash,579.12,4.76,28.96,4.5
A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.92,2019-02-27,18:24,Ewallet,188.5,4.76,9.43,5.6
A,Yangon,Normal,Female,Food and beverages,55.39,4,11.078,232.64,2019-03-25,15:19,Ewallet,221.56,4.76,11.08,8.0
B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38,Credit card,772.0,4.76,38.6,5.6
B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.36,2019-01-31,15:12,Credit card,721.3,4.76,36.06,4.2
A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.59,2019-01-20,17:48,Ewallet,511.04,4.76,25.55,9.9
A,Yangon,Member,Female,Health and beauty,10.69,5,2.6725,56.12,2019-03-26,11:07,Ewallet,53.45,4.76,2.67,7.6
A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,15:48,Credit card,222.0,4.76,11.1,6.6
B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.86,2019-03-05,19:40,Ewallet,763.68,4.76,38.18,4.7
C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.409,239.59,2019-01-05,20:30,Credit card,228.18,4.76,11.41,9.8
B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.25,2019-02-13,13:59,Cash,82.14,4.76,4.11,6.3
B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.69,2019-03-16,18:51,Cash,382.56,4.76,19.13,7.9
A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.429,72.01,2019-01-15,17:24,Cash,68.58,4.76,3.43,7.7
B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.27,2019-02-26,11:58,Ewallet,382.16,4.76,19.11,4.5
C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.14,2019-02-27,19:01,Credit card,601.09,4.76,30.05,8.0
C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.7965,499.73,2019-02-17,16:50,Ewallet,475.93,4.76,23.8,5.7
C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.04,2019-02-06,10:22,Credit card,52.42,4.76,2.62,6.3
C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.565,137.86,2019-01-17,16:46,Cash,131.3,4.76,6.56,6.0
B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.51,2019-01-22,18:08,Credit card,144.3,4.76,7.22,8.0
C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.8585,480.03,2019-03-05,18:02,Credit card,457.17,4.76,22.86,4.2
B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.05,2019-01-03,13:07,Cash,93.38,4.76,4.67,9.6
C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.3125,132.56,2019-03-20,17:52,Cash,126.25,4.76,6.31,6.1
B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.37,2019-01-31,20:32,Ewallet,790.83,4.76,39.54,5.6
C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,19:24,Cash,174.4,4.76,8.72,8.3
A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.99,2019-02-11,16:06,Ewallet,379.04,4.76,18.95,7.8
A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.15,2019-02-05,14:14,Credit card,30.62,4.76,1.53,4.1
C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.604,369.68,2019-03-03,17:36,Cash,352.08,4.76,17.6,8.8
C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,13:08,Ewallet,50.8,4.76,2.54,4.1
A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.16,2019-02-04,16:09,Credit card,522.06,4.76,26.1,9.0
C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.88,2019-02-19,11:33,Ewallet,575.12,4.76,28.76,5.5
C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.7,2019-01-23,10:18,Credit card,54.95,4.76,2.75,9.3
C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.0705,190.48,2019-01-14,10:55,Credit card,181.41,4.76,9.07,5.6
A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.99,2019-01-17,15:15,Ewallet,412.37,4.76,20.62,9.7
A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.3205,48.73,2019-03-03,20:06,Credit card,46.41,4.76,2.32,4.0
C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,20:21,Credit card,274.2,4.76,13.71,9.2
B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.38,2019-01-15,13:48,Credit card,973.7,4.76,48.68,4.9
A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,12:52,Credit card,648.2,4.76,32.41,9.3
A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.661,97.88,2019-02-26,12:28,Credit card,93.22,4.76,4.66,6.6
B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.08,2019-03-15,16:26,Ewallet,54.36,4.76,2.72,4.3
C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.91,2019-01-24,13:24,Cash,60.87,4.76,3.04,5.5
A,Yangon,Member,Female,Sports and travel,24.49,10,12.245,257.14,2019-02-22,15:15,Cash,244.9,4.76,12.24,8.1
B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.42,2019-03-15,10:50,Credit card,92.78,4.76,4.64,9.8
C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.12,2019-02-11,18:38,Ewallet,433.45,4.76,21.67,9.4
B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.96,2019-01-12,16:45,Ewallet,138.06,4.76,6.9,7.9
C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,19:30,Ewallet,241.6,4.76,12.08,5.1
C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.32,2019-03-23,13:23,Ewallet,471.73,4.76,23.59,6.9
A,Yangon,Member,Female,Fashion accessories,48.96,9,22.032,462.67,2019-03-04,11:27,Cash,440.64,4.76,22.03,8.0
B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.33,2019-02-23,11:12,Cash,680.31,4.76,34.02,8.0
A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.37,2019-03-17,16:36,Cash,309.88,4.76,15.49,4.2
A,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.68,2019-01-16,18:41,Credit card,186.36,4.76,9.32,8.5
A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.97,2019-01-08,17:12,Cash,200.92,4.76,10.05,9.0
